month,make,fuel_type,vehicle_type,number
2018-04,TLD,Diesel,Very Heavy Goods Vehicles,0
2018-04,TOYOTA,Petrol,Very Heavy Goods Vehicles,0
2018-04,TOYOTA,Diesel,Very Heavy Goods Vehicles,0
2018-04,TOYOTA,Others,Very Heavy Goods Vehicles,0
2018-04,UNICARRIERS,Diesel,Very Heavy Goods Vehicles,0
2018-04,VOGELE,Diesel,Very Heavy Goods Vehicles,1
2018-04,VOLKSWAGEN,Diesel,Very Heavy Goods Vehicles,0
2018-04,VOLVO,Diesel,Very Heavy Goods Vehicles,1
2018-04,WIRTGEN,Diesel,Very Heavy Goods Vehicles,0
2018-04,BOBCAT,Diesel,Buses,0
2018-04,CATERPILLAR,Diesel,Buses,0
2018-04,CIMC AIR MARREL SAS,Diesel,Buses,0
2018-04,CITROEN,Diesel,Buses,0
2018-04,FIAT,Diesel,Buses,0
2018-04,HAMM,Diesel,Buses,0
2018-04,HINO,Diesel,Buses,0
2018-04,HYUNDAI,Diesel,Buses,1
2018-04,ISUZU,Diesel,Buses,0
2018-04,JAC,Diesel,Buses,0
2018-04,KIA,Diesel,Buses,0
2018-04,KUBOTA,Diesel,Buses,0
2018-04,LEKTRO,Others,Buses,0
2018-04,MAN,Diesel,Buses,0
2018-04,MERCEDES BENZ,Diesel,Buses,6
2018-04,MITSUBISHI,Diesel,Buses,0
2018-04,MITSUOKA,Petrol,Buses,0
2018-04,NISSAN,Petrol,Buses,0
2018-04,NISSAN,Diesel,Buses,0
2018-04,OPEL,Diesel,Buses,0
2018-04,PEUGEOT,Diesel,Buses,0
2018-04,RENAULT,Diesel,Buses,0
2018-04,ROSENBAUER,Diesel,Buses,0
2018-04,SAKAI,Diesel,Buses,0
2018-04,SC NEUSTAR,Diesel,Buses,0
2018-04,SCANIA,Diesel,Buses,0
2018-04,SSANGYONG,Diesel,Buses,0
2018-04,SUZUKI,Petrol,Buses,0
2018-04,T.C.M.,Diesel,Buses,0
2018-04,T.C.M.,Others,Buses,0
2018-04,TLD,Diesel,Buses,0
2018-04,TOYOTA,Petrol,Buses,0
2018-04,TOYOTA,Diesel,Buses,44
2018-04,TOYOTA,Others,Buses,0
2018-04,UNICARRIERS,Diesel,Buses,0
2018-04,VOGELE,Diesel,Buses,0
2018-04,VOLKSWAGEN,Diesel,Buses,0
2018-04,VOLVO,Diesel,Buses,0
2018-04,WIRTGEN,Diesel,Buses,0
2018-05,BOBCAT,Diesel,Goods cum Passenger Vehicles,0
2018-05,BOMAG,Diesel,Goods cum Passenger Vehicles,0
2018-05,CATERPILLAR,Diesel,Goods cum Passenger Vehicles,0
2018-05,CIMC AIR MARREL SAS,Diesel,Goods cum Passenger Vehicles,0
2018-05,CITROEN,Diesel,Goods cum Passenger Vehicles,0
2018-05,D.A.F.,Diesel,Goods cum Passenger Vehicles,0
2018-05,FIAT,Diesel,Goods cum Passenger Vehicles,0
2018-05,HAMM,Diesel,Goods cum Passenger Vehicles,0
2018-05,HINO,Diesel,Goods cum Passenger Vehicles,0
2018-05,HYUNDAI,Diesel,Goods cum Passenger Vehicles,0
2018-05,ISUZU,Diesel,Goods cum Passenger Vehicles,0
2018-05,JAC,Diesel,Goods cum Passenger Vehicles,0
2018-05,KIA,Diesel,Goods cum Passenger Vehicles,0
2018-05,KUBOTA,Diesel,Goods cum Passenger Vehicles,0
2018-05,LEKTRO,Others,Goods cum Passenger Vehicles,0
2018-05,MAN,Diesel,Goods cum Passenger Vehicles,0
2018-05,MERCEDES BENZ,Diesel,Goods cum Passenger Vehicles,0
2018-05,MITSUBISHI,Diesel,Goods cum Passenger Vehicles,8
2018-05,MITSUOKA,Petrol,Goods cum Passenger Vehicles,0
2018-05,NISSAN,Petrol,Goods cum Passenger Vehicles,0
2018-05,NISSAN,Diesel,Goods cum Passenger Vehicles,0
2018-05,OPEL,Diesel,Goods cum Passenger Vehicles,0
2018-05,PEUGEOT,Diesel,Goods cum Passenger Vehicles,0
2018-05,RENAULT,Diesel,Goods cum Passenger Vehicles,0
2018-05,ROSENBAUER,Diesel,Goods cum Passenger Vehicles,0
2018-05,SAKAI,Diesel,Goods cum Passenger Vehicles,0
2018-05,SC NEUSTAR,Diesel,Goods cum Passenger Vehicles,0
2018-05,SCANIA,Diesel,Goods cum Passenger Vehicles,0
2018-05,SSANGYONG,Diesel,Goods cum Passenger Vehicles,1
2018-05,SUZUKI,Petrol,Goods cum Passenger Vehicles,0
2018-05,T.C.M.,Diesel,Goods cum Passenger Vehicles,0
2018-05,T.C.M.,Others,Goods cum Passenger Vehicles,0
2018-05,TLD,Diesel,Goods cum Passenger Vehicles,0
2018-05,TOYOTA,Petrol,Goods cum Passenger Vehicles,0
2018-05,TOYOTA,Diesel,Goods cum Passenger Vehicles,4
2018-05,TOYOTA,Others,Goods cum Passenger Vehicles,0
2018-05,UD TRUCKS,Diesel,Goods cum Passenger Vehicles,0
2018-05,UNICARRIERS,Diesel,Goods cum Passenger Vehicles,0
2018-05,VOGELE,Diesel,Goods cum Passenger Vehicles,0
2018-05,VOLKSWAGEN,Diesel,Goods cum Passenger Vehicles,0
2018-05,VOLVO,Diesel,Goods cum Passenger Vehicles,0
2018-05,WIRTGEN,Diesel,Goods cum Passenger Vehicles,0
2018-05,BOBCAT,Diesel,Light Goods Vehicles,0
2018-05,BOMAG,Diesel,Light Goods Vehicles,0
2018-05,CATERPILLAR,Diesel,Light Goods Vehicles,0
2018-05,CIMC AIR MARREL SAS,Diesel,Light Goods Vehicles,0
2018-05,CITROEN,Diesel,Light Goods Vehicles,23
2018-05,D.A.F.,Diesel,Light Goods Vehicles,0
2018-05,FIAT,Diesel,Light Goods Vehicles,5
2018-05,HAMM,Diesel,Light Goods Vehicles,0
2018-05,HINO,Diesel,Light Goods Vehicles,0
2018-05,HYUNDAI,Diesel,Light Goods Vehicles,1
2018-05,ISUZU,Diesel,Light Goods Vehicles,22
2018-05,JAC,Diesel,Light Goods Vehicles,0
2018-05,KIA,Diesel,Light Goods Vehicles,14
2018-05,KUBOTA,Diesel,Light Goods Vehicles,0
2018-05,LEKTRO,Others,Light Goods Vehicles,0
2018-05,MAN,Diesel,Light Goods Vehicles,0
2018-05,MERCEDES BENZ,Diesel,Light Goods Vehicles,4
2018-05,MITSUBISHI,Diesel,Light Goods Vehicles,11
2018-05,MITSUOKA,Petrol,Light Goods Vehicles,0
2018-05,NISSAN,Petrol,Light Goods Vehicles,34
2018-05,NISSAN,Diesel,Light Goods Vehicles,197
2018-05,OPEL,Diesel,Light Goods Vehicles,5
2018-05,PEUGEOT,Diesel,Light Goods Vehicles,22
2018-05,RENAULT,Diesel,Light Goods Vehicles,5
2018-05,ROSENBAUER,Diesel,Light Goods Vehicles,0
2018-05,SAKAI,Diesel,Light Goods Vehicles,0
2018-05,SC NEUSTAR,Diesel,Light Goods Vehicles,0
2018-05,SCANIA,Diesel,Light Goods Vehicles,0
2018-05,SSANGYONG,Diesel,Light Goods Vehicles,0
2018-05,SUZUKI,Petrol,Light Goods Vehicles,14
2018-05,T.C.M.,Diesel,Light Goods Vehicles,0
2018-05,T.C.M.,Others,Light Goods Vehicles,0
2018-05,TLD,Diesel,Light Goods Vehicles,0
2018-05,TOYOTA,Petrol,Light Goods Vehicles,2
2018-05,TOYOTA,Diesel,Light Goods Vehicles,486
2018-05,TOYOTA,Others,Light Goods Vehicles,0
2018-05,UD TRUCKS,Diesel,Light Goods Vehicles,0
2018-05,UNICARRIERS,Diesel,Light Goods Vehicles,0
2018-05,VOGELE,Diesel,Light Goods Vehicles,0
2018-05,VOLKSWAGEN,Diesel,Light Goods Vehicles,4
2018-05,VOLVO,Diesel,Light Goods Vehicles,0
2018-05,WIRTGEN,Diesel,Light Goods Vehicles,0
2018-05,BOBCAT,Diesel,Heavy Goods Vehicles,2
2018-05,BOMAG,Diesel,Heavy Goods Vehicles,2
2018-05,CATERPILLAR,Diesel,Heavy Goods Vehicles,1
2018-05,CIMC AIR MARREL SAS,Diesel,Heavy Goods Vehicles,0
2018-05,CITROEN,Diesel,Heavy Goods Vehicles,0
2018-05,D.A.F.,Diesel,Heavy Goods Vehicles,0
2018-05,FIAT,Diesel,Heavy Goods Vehicles,0
2018-05,HAMM,Diesel,Heavy Goods Vehicles,1
2018-05,HINO,Diesel,Heavy Goods Vehicles,55
2018-05,HYUNDAI,Diesel,Heavy Goods Vehicles,0
2018-05,ISUZU,Diesel,Heavy Goods Vehicles,60
2018-05,JAC,Diesel,Heavy Goods Vehicles,0
2018-05,KIA,Diesel,Heavy Goods Vehicles,0
2018-05,KUBOTA,Diesel,Heavy Goods Vehicles,0
2018-05,LEKTRO,Others,Heavy Goods Vehicles,0
2018-05,MAN,Diesel,Heavy Goods Vehicles,0
2018-05,MERCEDES BENZ,Diesel,Heavy Goods Vehicles,9
2018-05,MITSUBISHI,Diesel,Heavy Goods Vehicles,37
2018-05,MITSUOKA,Petrol,Heavy Goods Vehicles,0
2018-05,NISSAN,Petrol,Heavy Goods Vehicles,0
2018-05,NISSAN,Diesel,Heavy Goods Vehicles,0
2018-05,OPEL,Diesel,Heavy Goods Vehicles,0
2018-05,PEUGEOT,Diesel,Heavy Goods Vehicles,0
2018-05,RENAULT,Diesel,Heavy Goods Vehicles,0
2018-05,ROSENBAUER,Diesel,Heavy Goods Vehicles,0
2018-05,SAKAI,Diesel,Heavy Goods Vehicles,2
2018-05,SC NEUSTAR,Diesel,Heavy Goods Vehicles,0
2018-05,SCANIA,Diesel,Heavy Goods Vehicles,0
2018-05,SSANGYONG,Diesel,Heavy Goods Vehicles,0
2018-05,SUZUKI,Petrol,Heavy Goods Vehicles,0
2018-05,T.C.M.,Diesel,Heavy Goods Vehicles,0
2018-05,T.C.M.,Others,Heavy Goods Vehicles,0
2018-05,TLD,Diesel,Heavy Goods Vehicles,0
2018-05,TOYOTA,Petrol,Heavy Goods Vehicles,0
2018-05,TOYOTA,Diesel,Heavy Goods Vehicles,30
2018-05,TOYOTA,Others,Heavy Goods Vehicles,3
2018-05,UD TRUCKS,Diesel,Heavy Goods Vehicles,0
2018-05,UNICARRIERS,Diesel,Heavy Goods Vehicles,0
2018-05,VOGELE,Diesel,Heavy Goods Vehicles,0
2018-05,VOLKSWAGEN,Diesel,Heavy Goods Vehicles,0
2018-05,VOLVO,Diesel,Heavy Goods Vehicles,0
2018-05,WIRTGEN,Diesel,Heavy Goods Vehicles,0
2018-05,BOBCAT,Diesel,Very Heavy Goods Vehicles,0
2018-05,BOMAG,Diesel,Very Heavy Goods Vehicles,0
2018-05,CATERPILLAR,Diesel,Very Heavy Goods Vehicles,0
2018-05,CIMC AIR MARREL SAS,Diesel,Very Heavy Goods Vehicles,0
2018-05,CITROEN,Diesel,Very Heavy Goods Vehicles,0
2018-05,D.A.F.,Diesel,Very Heavy Goods Vehicles,3
2018-05,FIAT,Diesel,Very Heavy Goods Vehicles,0
2018-05,HAMM,Diesel,Very Heavy Goods Vehicles,0
2018-05,HINO,Diesel,Very Heavy Goods Vehicles,7
2018-05,HYUNDAI,Diesel,Very Heavy Goods Vehicles,0
2018-05,ISUZU,Diesel,Very Heavy Goods Vehicles,1
2018-05,JAC,Diesel,Very Heavy Goods Vehicles,0
2018-05,KIA,Diesel,Very Heavy Goods Vehicles,0
2018-05,KUBOTA,Diesel,Very Heavy Goods Vehicles,0
2018-05,LEKTRO,Others,Very Heavy Goods Vehicles,0
2018-05,MAN,Diesel,Very Heavy Goods Vehicles,7
2018-05,MERCEDES BENZ,Diesel,Very Heavy Goods Vehicles,4
2018-05,MITSUBISHI,Diesel,Very Heavy Goods Vehicles,7
2018-05,MITSUOKA,Petrol,Very Heavy Goods Vehicles,0
2018-05,NISSAN,Petrol,Very Heavy Goods Vehicles,0
2018-05,NISSAN,Diesel,Very Heavy Goods Vehicles,0
2018-05,OPEL,Diesel,Very Heavy Goods Vehicles,0
2018-05,PEUGEOT,Diesel,Very Heavy Goods Vehicles,0
2018-05,RENAULT,Diesel,Very Heavy Goods Vehicles,0
2018-05,ROSENBAUER,Diesel,Very Heavy Goods Vehicles,0
2018-05,SAKAI,Diesel,Very Heavy Goods Vehicles,0
2018-05,SC NEUSTAR,Diesel,Very Heavy Goods Vehicles,0
2018-05,SCANIA,Diesel,Very Heavy Goods Vehicles,10
2018-05,SSANGYONG,Diesel,Very Heavy Goods Vehicles,0
2018-05,SUZUKI,Petrol,Very Heavy Goods Vehicles,0
2018-05,T.C.M.,Diesel,Very Heavy Goods Vehicles,0
2018-05,T.C.M.,Others,Very Heavy Goods Vehicles,0
2018-05,TLD,Diesel,Very Heavy Goods Vehicles,0
2018-05,TOYOTA,Petrol,Very Heavy Goods Vehicles,0
2018-05,TOYOTA,Diesel,Very Heavy Goods Vehicles,1
2018-05,TOYOTA,Others,Very Heavy Goods Vehicles,0
2018-05,UD TRUCKS,Diesel,Very Heavy Goods Vehicles,2
2018-05,UNICARRIERS,Diesel,Very Heavy Goods Vehicles,0
2018-05,VOGELE,Diesel,Very Heavy Goods Vehicles,0
2018-05,VOLKSWAGEN,Diesel,Very Heavy Goods Vehicles,0
2018-05,VOLVO,Diesel,Very Heavy Goods Vehicles,1
2018-05,WIRTGEN,Diesel,Very Heavy Goods Vehicles,1
2018-05,BOBCAT,Diesel,Buses,0
2018-05,BOMAG,Diesel,Buses,0
2018-05,CATERPILLAR,Diesel,Buses,0
2018-05,CIMC AIR MARREL SAS,Diesel,Buses,0
2018-05,CITROEN,Diesel,Buses,0
2018-05,D.A.F.,Diesel,Buses,0
2018-05,FIAT,Diesel,Buses,0
2018-05,HAMM,Diesel,Buses,0
2018-05,HINO,Diesel,Buses,0
2018-05,HYUNDAI,Diesel,Buses,0
2018-05,ISUZU,Diesel,Buses,0
2018-05,JAC,Diesel,Buses,0
2018-05,KIA,Diesel,Buses,0
2018-05,KUBOTA,Diesel,Buses,0
2018-05,LEKTRO,Others,Buses,0
2018-05,MAN,Diesel,Buses,9
2018-05,MERCEDES BENZ,Diesel,Buses,9
2018-05,MITSUBISHI,Diesel,Buses,0
2018-05,MITSUOKA,Petrol,Buses,0
2018-05,NISSAN,Petrol,Buses,0
2018-05,NISSAN,Diesel,Buses,14
2018-05,OPEL,Diesel,Buses,0
2018-05,PEUGEOT,Diesel,Buses,0
2018-05,RENAULT,Diesel,Buses,0
2018-05,ROSENBAUER,Diesel,Buses,0
2018-05,SAKAI,Diesel,Buses,0
2018-05,SC NEUSTAR,Diesel,Buses,2
2018-05,SCANIA,Diesel,Buses,1
2018-05,SSANGYONG,Diesel,Buses,0
2018-05,SUZUKI,Petrol,Buses,0
2018-05,T.C.M.,Diesel,Buses,0
2018-05,T.C.M.,Others,Buses,0
2018-05,TLD,Diesel,Buses,0
2018-05,TOYOTA,Petrol,Buses,0
2018-05,TOYOTA,Diesel,Buses,39
2018-05,TOYOTA,Others,Buses,0
2018-05,UD TRUCKS,Diesel,Buses,0
2018-05,UNICARRIERS,Diesel,Buses,0
2018-05,VOGELE,Diesel,Buses,0
2018-05,VOLKSWAGEN,Diesel,Buses,0
2018-05,VOLVO,Diesel,Buses,0
2018-05,WIRTGEN,Diesel,Buses,0
2018-06,BAOLI,Diesel,Goods cum Passenger Vehicles,0
2018-06,BLISS FOX,Diesel,Goods cum Passenger Vehicles,0
2018-06,BOBCAT,Diesel,Goods cum Passenger Vehicles,0
2018-06,BOMAG,Diesel,Goods cum Passenger Vehicles,0
2018-06,BYD,Others,Goods cum Passenger Vehicles,0
2018-06,CATERPILLAR,Diesel,Goods cum Passenger Vehicles,0
2018-06,CIMC AIR MARREL SAS,Diesel,Goods cum Passenger Vehicles,0
2018-06,CITROEN,Diesel,Goods cum Passenger Vehicles,0
2018-06,D.A.F.,Diesel,Goods cum Passenger Vehicles,0
2018-06,DULEVO,Diesel,Goods cum Passenger Vehicles,0
2018-06,FIAT,Diesel,Goods cum Passenger Vehicles,0
2018-06,GUANGTAI,Diesel,Goods cum Passenger Vehicles,0
2018-06,HAMM,Diesel,Goods cum Passenger Vehicles,0
2018-06,HINO,Diesel,Goods cum Passenger Vehicles,0
2018-06,HYUNDAI,Diesel,Goods cum Passenger Vehicles,0
2018-06,ISUZU,Diesel,Goods cum Passenger Vehicles,3
2018-06,JAC,Diesel,Goods cum Passenger Vehicles,0
2018-06,KALMAR,Diesel,Goods cum Passenger Vehicles,0
2018-06,KIA,Diesel,Goods cum Passenger Vehicles,0
2018-06,KUBOTA,Diesel,Goods cum Passenger Vehicles,0
2018-06,LEKTRO,Others,Goods cum Passenger Vehicles,0
2018-06,MAN,Diesel,Goods cum Passenger Vehicles,0
2018-06,MERCEDES BENZ,Diesel,Goods cum Passenger Vehicles,0
2018-06,MITSUBISHI,Diesel,Goods cum Passenger Vehicles,20
2018-06,MITSUOKA,Petrol,Goods cum Passenger Vehicles,0
2018-06,NISSAN,Petrol,Goods cum Passenger Vehicles,0
2018-06,NISSAN,Diesel,Goods cum Passenger Vehicles,0
2018-06,OPEL,Diesel,Goods cum Passenger Vehicles,0
2018-06,PEUGEOT,Diesel,Goods cum Passenger Vehicles,0
2018-06,RENAULT,Diesel,Goods cum Passenger Vehicles,0
2018-06,ROSENBAUER,Diesel,Goods cum Passenger Vehicles,0
2018-06,SAKAI,Diesel,Goods cum Passenger Vehicles,0
2018-06,SC NEUSTAR,Diesel,Goods cum Passenger Vehicles,0
2018-06,SCANIA,Diesel,Goods cum Passenger Vehicles,0
2018-06,SSANGYONG,Diesel,Goods cum Passenger Vehicles,4
2018-06,SUZUKI,Petrol,Goods cum Passenger Vehicles,0
2018-06,T.C.M.,Diesel,Goods cum Passenger Vehicles,0
2018-06,T.C.M.,Others,Goods cum Passenger Vehicles,0
2018-06,TENNANT,Diesel,Goods cum Passenger Vehicles,0
2018-06,TLD,Diesel,Goods cum Passenger Vehicles,0
2018-06,TOYOTA,Petrol,Goods cum Passenger Vehicles,0
2018-06,TOYOTA,Diesel,Goods cum Passenger Vehicles,0
2018-06,TOYOTA,Others,Goods cum Passenger Vehicles,0
2018-06,UD TRUCKS,Diesel,Goods cum Passenger Vehicles,0
2018-06,UNICARRIERS,Diesel,Goods cum Passenger Vehicles,0
2018-06,VOGELE,Diesel,Goods cum Passenger Vehicles,0
2018-06,VOLKSWAGEN,Diesel,Goods cum Passenger Vehicles,0
2018-06,VOLVO,Diesel,Goods cum Passenger Vehicles,0
2018-06,WIRTGEN,Diesel,Goods cum Passenger Vehicles,0
2018-06,YUTONG,Diesel,Goods cum Passenger Vehicles,0
2018-06,BAOLI,Diesel,Light Goods Vehicles,0
2018-06,BLISS FOX,Diesel,Light Goods Vehicles,0
2018-06,BOBCAT,Diesel,Light Goods Vehicles,0
2018-06,BOMAG,Diesel,Light Goods Vehicles,0
2018-06,BYD,Others,Light Goods Vehicles,0
2018-06,CATERPILLAR,Diesel,Light Goods Vehicles,0
2018-06,CIMC AIR MARREL SAS,Diesel,Light Goods Vehicles,0
2018-06,CITROEN,Diesel,Light Goods Vehicles,27
2018-06,D.A.F.,Diesel,Light Goods Vehicles,0
2018-06,DULEVO,Diesel,Light Goods Vehicles,1
2018-06,FIAT,Diesel,Light Goods Vehicles,12
2018-06,GUANGTAI,Diesel,Light Goods Vehicles,0
2018-06,HAMM,Diesel,Light Goods Vehicles,0
2018-06,HINO,Diesel,Light Goods Vehicles,0
2018-06,HYUNDAI,Diesel,Light Goods Vehicles,0
2018-06,ISUZU,Diesel,Light Goods Vehicles,27
2018-06,JAC,Diesel,Light Goods Vehicles,0
2018-06,KALMAR,Diesel,Light Goods Vehicles,0
2018-06,KIA,Diesel,Light Goods Vehicles,16
2018-06,KUBOTA,Diesel,Light Goods Vehicles,0
2018-06,LEKTRO,Others,Light Goods Vehicles,0
2018-06,MAN,Diesel,Light Goods Vehicles,0
2018-06,MERCEDES BENZ,Diesel,Light Goods Vehicles,25
2018-06,MITSUBISHI,Diesel,Light Goods Vehicles,20
2018-06,MITSUOKA,Petrol,Light Goods Vehicles,0
2018-06,NISSAN,Petrol,Light Goods Vehicles,43
2018-06,NISSAN,Diesel,Light Goods Vehicles,204
2018-06,OPEL,Diesel,Light Goods Vehicles,7
2018-06,PEUGEOT,Diesel,Light Goods Vehicles,22
2018-06,RENAULT,Diesel,Light Goods Vehicles,11
2018-06,ROSENBAUER,Diesel,Light Goods Vehicles,0
2018-06,SAKAI,Diesel,Light Goods Vehicles,0
2018-06,SC NEUSTAR,Diesel,Light Goods Vehicles,0
2018-06,SCANIA,Diesel,Light Goods Vehicles,0
2018-06,SSANGYONG,Diesel,Light Goods Vehicles,0
2018-06,SUZUKI,Petrol,Light Goods Vehicles,11
2018-06,T.C.M.,Diesel,Light Goods Vehicles,0
2018-06,T.C.M.,Others,Light Goods Vehicles,0
2018-06,TENNANT,Diesel,Light Goods Vehicles,1
2018-06,TLD,Diesel,Light Goods Vehicles,0
2018-06,TOYOTA,Petrol,Light Goods Vehicles,4
2018-06,TOYOTA,Diesel,Light Goods Vehicles,482
2018-06,TOYOTA,Others,Light Goods Vehicles,0
2018-06,UD TRUCKS,Diesel,Light Goods Vehicles,0
2018-06,UNICARRIERS,Diesel,Light Goods Vehicles,0
2018-06,VOGELE,Diesel,Light Goods Vehicles,0
2018-06,VOLKSWAGEN,Diesel,Light Goods Vehicles,8
2018-06,VOLVO,Diesel,Light Goods Vehicles,0
2018-06,WIRTGEN,Diesel,Light Goods Vehicles,0
2018-06,YUTONG,Diesel,Light Goods Vehicles,0
2018-06,BAOLI,Diesel,Heavy Goods Vehicles,1
2018-06,BLISS FOX,Diesel,Heavy Goods Vehicles,0
2018-06,BOBCAT,Diesel,Heavy Goods Vehicles,0
2018-06,BOMAG,Diesel,Heavy Goods Vehicles,0
2018-06,BYD,Others,Heavy Goods Vehicles,0
2018-06,CATERPILLAR,Diesel,Heavy Goods Vehicles,0
2018-06,CIMC AIR MARREL SAS,Diesel,Heavy Goods Vehicles,0
2018-06,CITROEN,Diesel,Heavy Goods Vehicles,0
2018-06,D.A.F.,Diesel,Heavy Goods Vehicles,0
2018-06,DULEVO,Diesel,Heavy Goods Vehicles,0
2018-06,FIAT,Diesel,Heavy Goods Vehicles,0
2018-06,GUANGTAI,Diesel,Heavy Goods Vehicles,0
2018-06,HAMM,Diesel,Heavy Goods Vehicles,0
2018-06,HINO,Diesel,Heavy Goods Vehicles,44
2018-06,HYUNDAI,Diesel,Heavy Goods Vehicles,0
2018-06,ISUZU,Diesel,Heavy Goods Vehicles,41
2018-06,JAC,Diesel,Heavy Goods Vehicles,0
2018-06,KALMAR,Diesel,Heavy Goods Vehicles,0
2018-06,KIA,Diesel,Heavy Goods Vehicles,0
2018-06,KUBOTA,Diesel,Heavy Goods Vehicles,0
2018-06,LEKTRO,Others,Heavy Goods Vehicles,0
2018-06,MAN,Diesel,Heavy Goods Vehicles,0
2018-06,MERCEDES BENZ,Diesel,Heavy Goods Vehicles,5
2018-06,MITSUBISHI,Diesel,Heavy Goods Vehicles,76
2018-06,MITSUOKA,Petrol,Heavy Goods Vehicles,0
2018-06,NISSAN,Petrol,Heavy Goods Vehicles,0
2018-06,NISSAN,Diesel,Heavy Goods Vehicles,0
2018-06,OPEL,Diesel,Heavy Goods Vehicles,0
2018-06,PEUGEOT,Diesel,Heavy Goods Vehicles,0
2018-06,RENAULT,Diesel,Heavy Goods Vehicles,0
2018-06,ROSENBAUER,Diesel,Heavy Goods Vehicles,0
2018-06,SAKAI,Diesel,Heavy Goods Vehicles,3
2018-06,SC NEUSTAR,Diesel,Heavy Goods Vehicles,0
2018-06,SCANIA,Diesel,Heavy Goods Vehicles,0
2018-06,SSANGYONG,Diesel,Heavy Goods Vehicles,0
2018-06,SUZUKI,Petrol,Heavy Goods Vehicles,0
2018-06,T.C.M.,Diesel,Heavy Goods Vehicles,0
2018-06,T.C.M.,Others,Heavy Goods Vehicles,0
2018-06,TENNANT,Diesel,Heavy Goods Vehicles,0
2018-06,TLD,Diesel,Heavy Goods Vehicles,0
2018-06,TOYOTA,Petrol,Heavy Goods Vehicles,0
2018-06,TOYOTA,Diesel,Heavy Goods Vehicles,34
2018-06,TOYOTA,Others,Heavy Goods Vehicles,8
2018-06,UD TRUCKS,Diesel,Heavy Goods Vehicles,0
2018-06,UNICARRIERS,Diesel,Heavy Goods Vehicles,0
2018-06,VOGELE,Diesel,Heavy Goods Vehicles,0
2018-06,VOLKSWAGEN,Diesel,Heavy Goods Vehicles,0
2018-06,VOLVO,Diesel,Heavy Goods Vehicles,0
2018-06,WIRTGEN,Diesel,Heavy Goods Vehicles,0
2018-06,YUTONG,Diesel,Heavy Goods Vehicles,0
2018-06,BAOLI,Diesel,Very Heavy Goods Vehicles,0
2018-06,BLISS FOX,Diesel,Very Heavy Goods Vehicles,1
2018-06,BOBCAT,Diesel,Very Heavy Goods Vehicles,0
2018-06,BOMAG,Diesel,Very Heavy Goods Vehicles,0
2018-06,BYD,Others,Very Heavy Goods Vehicles,0
2018-06,CATERPILLAR,Diesel,Very Heavy Goods Vehicles,0
2018-06,CIMC AIR MARREL SAS,Diesel,Very Heavy Goods Vehicles,0
2018-06,CITROEN,Diesel,Very Heavy Goods Vehicles,0
2018-06,D.A.F.,Diesel,Very Heavy Goods Vehicles,2
2018-06,DULEVO,Diesel,Very Heavy Goods Vehicles,0
2018-06,FIAT,Diesel,Very Heavy Goods Vehicles,0
2018-06,GUANGTAI,Diesel,Very Heavy Goods Vehicles,1
2018-06,HAMM,Diesel,Very Heavy Goods Vehicles,0
2018-06,HINO,Diesel,Very Heavy Goods Vehicles,6
2018-06,HYUNDAI,Diesel,Very Heavy Goods Vehicles,0
2018-06,ISUZU,Diesel,Very Heavy Goods Vehicles,6
2018-06,JAC,Diesel,Very Heavy Goods Vehicles,0
2018-06,KALMAR,Diesel,Very Heavy Goods Vehicles,1
2018-06,KIA,Diesel,Very Heavy Goods Vehicles,0
2018-06,KUBOTA,Diesel,Very Heavy Goods Vehicles,0
2018-06,LEKTRO,Others,Very Heavy Goods Vehicles,0
2018-06,MAN,Diesel,Very Heavy Goods Vehicles,14
2018-06,MERCEDES BENZ,Diesel,Very Heavy Goods Vehicles,0
2018-06,MITSUBISHI,Diesel,Very Heavy Goods Vehicles,16
2018-06,MITSUOKA,Petrol,Very Heavy Goods Vehicles,0
2018-06,NISSAN,Petrol,Very Heavy Goods Vehicles,0
2018-06,NISSAN,Diesel,Very Heavy Goods Vehicles,0
2018-06,OPEL,Diesel,Very Heavy Goods Vehicles,0
2018-06,PEUGEOT,Diesel,Very Heavy Goods Vehicles,0
2018-06,RENAULT,Diesel,Very Heavy Goods Vehicles,0
2018-06,ROSENBAUER,Diesel,Very Heavy Goods Vehicles,0
2018-06,SAKAI,Diesel,Very Heavy Goods Vehicles,0
2018-06,SC NEUSTAR,Diesel,Very Heavy Goods Vehicles,0
2018-06,SCANIA,Diesel,Very Heavy Goods Vehicles,9
2018-06,SSANGYONG,Diesel,Very Heavy Goods Vehicles,0
2018-06,SUZUKI,Petrol,Very Heavy Goods Vehicles,0
2018-06,T.C.M.,Diesel,Very Heavy Goods Vehicles,0
2018-06,T.C.M.,Others,Very Heavy Goods Vehicles,0
2018-06,TENNANT,Diesel,Very Heavy Goods Vehicles,0
2018-06,TLD,Diesel,Very Heavy Goods Vehicles,0
2018-06,TOYOTA,Petrol,Very Heavy Goods Vehicles,0
2018-06,TOYOTA,Diesel,Very Heavy Goods Vehicles,0
2018-06,TOYOTA,Others,Very Heavy Goods Vehicles,0
2018-06,UD TRUCKS,Diesel,Very Heavy Goods Vehicles,1
2018-06,UNICARRIERS,Diesel,Very Heavy Goods Vehicles,0
2018-06,VOGELE,Diesel,Very Heavy Goods Vehicles,0
2018-06,VOLKSWAGEN,Diesel,Very Heavy Goods Vehicles,0
