month,category,type,number
2020-01,Goods & Other Vehicles,Electric,80
2020-01,Goods & Other Vehicles,Diesel-Electric,7
2020-01,Buses,Petrol,18
2020-01,Buses,Diesel,19270
2020-01,Buses,Petrol-CNG,0
2020-01,Buses,CNG,0
2020-01,Buses,Electric,24
2020-01,Buses,Diesel-Electric,50
2020-02,Cars,Petrol,575118
2020-02,Cars,Diesel,18065
2020-02,Cars,Petrol-Electric,37046
2020-02,Cars,Petrol-Electric (Plug-In),494
2020-02,Cars,Petrol-CNG,241
2020-02,Cars,CNG,0
2020-02,Cars,Electric,1131
2020-02,Cars,Diesel-Electric,18
2020-02,Taxis,Petrol,24
2020-02,Taxis,Diesel,9354
2020-02,Taxis,Petrol-Electric,8914
2020-02,Taxis,Petrol-CNG,0
2020-02,Taxis,CNG,0
2020-02,Taxis,Electric,133
2020-02,Motor-cycles,Petrol,140064
2020-02,Motor-cycles,Electric,2
2020-02,Goods & Other Vehicles,Petrol,5169
2020-02,Goods & Other Vehicles,Diesel,135549
2020-02,Goods & Other Vehicles,Petrol-Electric,1
2020-02,Goods & Other Vehicles,Petrol-CNG,1
2020-02,Goods & Other Vehicles,CNG,2
2020-02,Goods & Other Vehicles,Electric,83
2020-02,Goods & Other Vehicles,Diesel-Electric,7
2020-02,Buses,Petrol,17
2020-02,Buses,Diesel,19250
2020-02,Buses,Petrol-CNG,0
2020-02,Buses,CNG,0
2020-02,Buses,Electric,25
2020-02,Buses,Diesel-Electric,50
2020-03,Cars,Petrol,574652
2020-03,Cars,Diesel,18115
2020-03,Cars,Petrol-Electric,37752
2020-03,Cars,Petrol-Electric (Plug-In),501
2020-03,Cars,Petrol-CNG,236
2020-03,Cars,CNG,0
2020-03,Cars,Electric,1143
2020-03,Cars,Diesel-Electric,18
2020-03,Taxis,Petrol,24
2020-03,Taxis,Diesel,8845
2020-03,Taxis,Petrol-Electric,8975
2020-03,Taxis,Petrol-CNG,0
2020-03,Taxis,CNG,0
2020-03,Taxis,Electric,133
2020-03,Motor-cycles,Petrol,140145
2020-03,Motor-cycles,Electric,2
2020-03,Goods & Other Vehicles,Petrol,5211
2020-03,Goods & Other Vehicles,Diesel,135140
2020-03,Goods & Other Vehicles,Petrol-Electric,1
2020-03,Goods & Other Vehicles,Petrol-CNG,1
2020-03,Goods & Other Vehicles,CNG,2
2020-03,Goods & Other Vehicles,Electric,87
2020-03,Goods & Other Vehicles,Diesel-Electric,7
2020-03,Buses,Petrol,16
2020-03,Buses,Diesel,19185
2020-03,Buses,Petrol-CNG,0
2020-03,Buses,CNG,0
2020-03,Buses,Electric,25
2020-03,Buses,Diesel-Electric,50
2020-04,Cars,Petrol,"572,226"
2020-04,Cars,Diesel,"18,090"
2020-04,Cars,Petrol-Electric,"37,780"
2020-04,Cars,Petrol-Electric (Plug-In),501
2020-04,Cars,Petrol-CNG,235
2020-04,Cars,CNG, - 
2020-04,Cars,Electric,"1,146"
2020-04,Cars,Diesel-Electric,18
2020-04,Taxis,Petrol,24
2020-04,Taxis,Diesel,"8,254"
2020-04,Taxis,Petrol-Electric,"9,003"
2020-04,Taxis,Petrol-CNG, - 
2020-04,Taxis,CNG, - 
2020-04,Taxis,Electric,133
2020-04,Motor-cycles,Petrol,"140,161"
2020-04,Motor-cycles,Electric,2
2020-04,Goods & Other Vehicles,Petrol,"5,182"
2020-04,Goods & Other Vehicles,Diesel,"134,786"
2020-04,Goods & Other Vehicles,Petrol-Electric,1
2020-04,Goods & Other Vehicles,Petrol-CNG,1
2020-04,Goods & Other Vehicles,CNG,2
2020-04,Goods & Other Vehicles,Electric,90
2020-04,Goods & Other Vehicles,Diesel-Electric,7
2020-04,Buses,Petrol,15
2020-04,Buses,Diesel,"19,182"
2020-04,Buses,Petrol-CNG, - 
2020-04,Buses,CNG, - 
2020-04,Buses,Electric,25
2020-04,Buses,Diesel-Electric,50
2020-05,Cars,Petrol,570294
2020-05,Cars,Diesel,18075
2020-05,Cars,Petrol-Electric,37737
2020-05,Cars,Petrol-Electric (Plug-In),501
2020-05,Cars,Petrol-CNG,235
2020-05,Cars,CNG,0
2020-05,Cars,Electric,1147
2020-05,Cars,Diesel-Electric,18
2020-05,Taxis,Petrol,24
2020-05,Taxis,Diesel,7950
2020-05,Taxis,Petrol-Electric,8271
2020-05,Taxis,Petrol-CNG,0
2020-05,Taxis,CNG,0
2020-05,Taxis,Electric,133
2020-05,Motor-cycles,Petrol,140224
2020-05,Motor-cycles,Electric,2
2020-05,Goods & Other Vehicles,Petrol,5170
2020-05,Goods & Other Vehicles,Diesel,134626
2020-05,Goods & Other Vehicles,Petrol-Electric,1
2020-05,Goods & Other Vehicles,Petrol-CNG,1
2020-05,Goods & Other Vehicles,CNG,2
2020-05,Goods & Other Vehicles,Electric,90
2020-05,Goods & Other Vehicles,Diesel-Electric,7
2020-05,Buses,Petrol,14
2020-05,Buses,Diesel,19164
2020-05,Buses,Petrol-CNG,0
2020-05,Buses,CNG,0
2020-05,Buses,Electric,25
2020-05,Buses,Diesel-Electric,50
2020-06,Cars,Petrol,567971
2020-06,Cars,Diesel,18050
2020-06,Cars,Petrol-Electric,37789
2020-06,Cars,Petrol-Electric (Plug-In),501
2020-06,Cars,Petrol-CNG,231
2020-06,Cars,CNG,0
2020-06,Cars,Electric,1151
2020-06,Cars,Diesel-Electric,18
2020-06,Taxis,Petrol,23
2020-06,Taxis,Diesel,7839
2020-06,Taxis,Petrol-Electric,8282
2020-06,Taxis,Petrol-CNG,0
2020-06,Taxis,CNG,0
2020-06,Taxis,Electric,133
2020-06,Motor-cycles,Petrol,139904
2020-06,Motor-cycles,Electric,2
2020-06,Goods & Other Vehicles,Petrol,5197
2020-06,Goods & Other Vehicles,Diesel,134299
2020-06,Goods & Other Vehicles,Petrol-Electric,1
2020-06,Goods & Other Vehicles,Petrol-CNG,1
2020-06,Goods & Other Vehicles,CNG,2
2020-06,Goods & Other Vehicles,Electric,90
2020-06,Goods & Other Vehicles,Diesel-Electric,7
2020-06,Buses,Petrol,14
2020-06,Buses,Diesel,19096
2020-06,Buses,Petrol-CNG,0
2020-06,Buses,CNG,0
2020-06,Buses,Electric,34
2020-06,Buses,Diesel-Electric,50
2020-07,Cars,Petrol,568757
2020-07,Cars,Diesel,18024
2020-07,Cars,Petrol-Electric,38379
2020-07,Cars,Petrol-Electric (Plug-In),511
2020-07,Cars,Petrol-CNG,223
2020-07,Cars,CNG,0
2020-07,Cars,Electric,1161
2020-07,Cars,Diesel-Electric,18
2020-07,Taxis,Petrol,23
2020-07,Taxis,Diesel,7640
2020-07,Taxis,Petrol-Electric,8290
2020-07,Taxis,Petrol-CNG,0
2020-07,Taxis,CNG,0
2020-07,Taxis,Electric,133
2020-07,Motor-cycles,Petrol,140097
2020-07,Motor-cycles,Electric,2
2020-07,Goods & Other Vehicles,Petrol,5324
2020-07,Goods & Other Vehicles,Diesel,134203
2020-07,Goods & Other Vehicles,Petrol-Electric,1
2020-07,Goods & Other Vehicles,Petrol-CNG,1
2020-07,Goods & Other Vehicles,CNG,2
2020-07,Goods & Other Vehicles,Electric,90
2020-07,Goods & Other Vehicles,Diesel-Electric,7
2020-07,Buses,Petrol,14
2020-07,Buses,Diesel,19032
2020-07,Buses,Petrol-CNG,0
2020-07,Buses,CNG,0
2020-07,Buses,Electric,35
2020-07,Buses,Diesel-Electric,50
2020-08,Cars,Petrol,569692
2020-08,Cars,Diesel,18036
2020-08,Cars,Petrol-Electric,39042
2020-08,Cars,Petrol-Electric (Plug-In),517
2020-08,Cars,Petrol-CNG,220
2020-08,Cars,CNG,0
2020-08,Cars,Electric,1180
2020-08,Cars,Diesel-Electric,18
2020-08,Taxis,Petrol,22
2020-08,Taxis,Diesel,7613
2020-08,Taxis,Petrol-Electric,8496
2020-08,Taxis,Petrol-CNG,0
2020-08,Taxis,CNG,0
2020-08,Taxis,Electric,133
2020-08,Motor-cycles,Petrol,140158
2020-08,Motor-cycles,Electric,1
2020-08,Goods & Other Vehicles,Petrol,5379
2020-08,Goods & Other Vehicles,Diesel,134204
2020-08,Goods & Other Vehicles,Petrol-Electric,1
2020-08,Goods & Other Vehicles,Petrol-CNG,1
2020-08,Goods & Other Vehicles,CNG,2
2020-08,Goods & Other Vehicles,Electric,90
2020-08,Goods & Other Vehicles,Diesel-Electric,7
2020-08,Buses,Petrol,14
2020-08,Buses,Diesel,18971
2020-08,Buses,Petrol-CNG,0
2020-08,Buses,CNG,0
2020-08,Buses,Electric,35
2020-08,Buses,Diesel-Electric,50
