month,make,number
2019-11,SUBARU,110
2019-11,SUZUKI,94
2019-11,TD CARS,
2019-11,TESLA,
2019-11,TOYOTA,1532
2019-11,TRIUMPH,1
2019-11,VOLKSWAGEN,317
2019-11,VOLVO,75
2019-11,WULING,
2019-11,ZOTYE,
2019-12,ALFA ROMEO,3
2019-12,ALPINA,1
2019-12,ALPINE,
2019-12,ASTON MARTIN,6
2019-12,AUDI,194
2019-12,AUSTIN,2
2019-12,B.M.W.,609
2019-12,BENTLEY,15
2019-12,BERTONE,
2019-12,BYD,
2019-12,CHERY,8
2019-12,CHEVROLET,58
2019-12,CHRYSLER,
2019-12,CITROEN,46
2019-12,DAIHATSU,14
2019-12,DATSUN,1
2019-12,DONGFENG,
2019-12,FERRARI,7
2019-12,FIAT,7
2019-12,FORD,21
2019-12,GEELY,33
2019-12,HAFEI,
2019-12,HOLDEN,
2019-12,HONDA,1034
2019-12,HUMMER,
2019-12,HYUNDAI,371
2019-12,INFINITI,15
2019-12,JAGUAR,30
2019-12,JEEP,3
2019-12,JENSEN,
2019-12,KIA,326
2019-12,LAMBORGHINI,7
2019-12,LANCIA,
2019-12,LAND ROVER,18
2019-12,LOTUS,
2019-12,M.G.,2
2019-12,MASERATI,18
2019-12,MAXUS,
2019-12,MAXWELL,1
2019-12,MAZDA,294
2019-12,MCLAREN,5
2019-12,MERCEDES BENZ,737
2019-12,MINI,63
2019-12,MITSUBISHI,195
2019-12,MITSUOKA,
2019-12,MORRIS,1
2019-12,NAZA,
2019-12,NISSAN,324
2019-12,OPEL,10
2019-12,PAGANI,
2019-12,PERODUA,29
2019-12,PEUGEOT,20
2019-12,PORSCHE,88
2019-12,PROTON,26
2019-12,RENAULT,25
2019-12,RILEY,
2019-12,ROLLS ROYCE,5
2019-12,ROVER,
2019-12,RUF,
2019-12,SAAB,2
2019-12,SEAT,6
2019-12,SKODA,6
2019-12,SMART,1
2019-12,SSANGYONG,2
2019-12,SUBARU,130
2019-12,SUZUKI,98
2019-12,TD CARS,1
2019-12,TESLA,
2019-12,TOYOTA,1627
2019-12,TRIUMPH,1
2019-12,VOLKSWAGEN,352
2019-12,VOLVO,80
2019-12,WULING,
2019-12,ZOTYE,
2020-01,ALFA ROMEO,10
2020-01,ALPINA,1
2020-01,ASTON MARTIN,1
2020-01,AUDI,232
2020-01,AUSTIN,1
2020-01,B.M.W.,591
2020-01,BENTLEY,14
2020-01,BYD,1
2020-01,CHERY,10
2020-01,CHEVROLET,74
2020-01,CITROEN,50
2020-01,DAIHATSU,20
2020-01,DATSUN,1
2020-01,FERRARI,14
2020-01,FIAT,8
2020-01,FORD,28
2020-01,GEELY,18
2020-01,HONDA,965
2020-01,HYUNDAI,416
2020-01,INFINITI,10
2020-01,JAGUAR,34
2020-01,JEEP,2
2020-01,KIA,406
2020-01,LAMBORGHINI,13
2020-01,LAND ROVER,28
2020-01,LOTUS,4
2020-01,MASERATI,19
2020-01,MAXUS,1
2020-01,MAZDA,288
2020-01,MCLAREN,1
2020-01,MERCEDES BENZ,735
2020-01,MINI,81
2020-01,MITSUBISHI,203
2020-01,MITSUOKA,2
2020-01,NISSAN,290
2020-01,OPEL,13
2020-01,PERODUA,50
2020-01,PEUGEOT,45
2020-01,PORSCHE,96
2020-01,PROTON,32
2020-01,RENAULT,24
2020-01,ROLLS ROYCE,9
2020-01,ROVER,1
2020-01,SAAB,1
2020-01,SEAT,5
2020-01,SKODA,11
2020-01,SSANGYONG,6
2020-01,SUBARU,120
2020-01,SUZUKI,118
2020-01,TOYOTA,1613
2020-01,TRIUMPH,1
2020-01,VOLKSWAGEN,370
2020-01,VOLVO,95
2020-02,ALFA ROMEO,8
2020-02,ALPINA,
2020-02,ASTON MARTIN,5
2020-02,AUDI,238
2020-02,AUSTIN,1
2020-02,B.M.W.,604
2020-02,BENTLEY,9
2020-02,BYD,
2020-02,CHERY,12
2020-02,CHEVROLET,70
2020-02,CHRYSLER,1
2020-02,CITROEN,30
2020-02,DAIHATSU,19
2020-02,DATSUN,
2020-02,FERRARI,12
2020-02,FIAT,7
2020-02,FORD,29
2020-02,GEELY,28
2020-02,HONDA,839
2020-02,HYUNDAI,272
2020-02,INFINITI,5
2020-02,JAGUAR,31
2020-02,JEEP,3
2020-02,KIA,333
2020-02,LAMBORGHINI,12
2020-02,LAND ROVER,24
2020-02,LOTUS,3
2020-02,MASERATI,16
2020-02,MAXUS,
2020-02,MAZDA,286
2020-02,MCLAREN,5
2020-02,MERCEDES BENZ,735
2020-02,MINI,71
2020-02,MITSUBISHI,187
2020-02,MITSUOKA,
2020-02,NISSAN,299
2020-02,OPEL,12
2020-02,PAGANI,1
2020-02,PERODUA,29
2020-02,PEUGEOT,47
2020-02,PORSCHE,114
2020-02,PROTON,19
2020-02,RENAULT,32
2020-02,ROLLS ROYCE,8
2020-02,ROVER,
2020-02,SAAB,3
2020-02,SEAT,2
2020-02,SKODA,9
2020-02,SSANGYONG,3
2020-02,STANDARD,1
2020-02,SUBARU,123
2020-02,SUZUKI,87
2020-02,TOYOTA,1379
2020-02,TRIUMPH,
2020-02,VOLKSWAGEN,417
2020-02,VOLVO,102
2020-03,ALFA ROMEO,10
2020-03,ALPINA,1
2020-03,ASTON MARTIN,6
2020-03,AUDI,317
2020-03,AUSTIN,2
2020-03,B.M.W.,714
2020-03,BENTLEY,20
2020-03,BYD,
2020-03,CHERY,5
2020-03,CHEVROLET,57
2020-03,CHRYSLER,
2020-03,CITROEN,44
2020-03,DAIHATSU,7
2020-03,DATSUN,
2020-03,FERRARI,14
2020-03,FIAT,14
2020-03,FORD,28
2020-03,GEELY,27
2020-03,HONDA,1033
2020-03,HYUNDAI,326
2020-03,INFINITI,11
2020-03,JAGUAR,33
2020-03,JEEP,1
2020-03,KIA,282
2020-03,LAMBORGHINI,15
2020-03,LAND ROVER,32
2020-03,LOTUS,
2020-03,M.G.,1
2020-03,MASERATI,26
2020-03,MAXUS,
2020-03,MAZDA,287
2020-03,MCLAREN,3
2020-03,MERCEDES BENZ,798
2020-03,MG-F,1
2020-03,MINI,69
2020-03,MITSUBISHI,230
2020-03,MITSUOKA,1
2020-03,MORRIS,1
2020-03,NISSAN,297
2020-03,OPEL,6
2020-03,PAGANI,
2020-03,PERODUA,29
2020-03,PEUGEOT,35
2020-03,PORSCHE,105
2020-03,PROTON,21
2020-03,RENAULT,20
2020-03,ROLLS ROYCE,11
2020-03,ROVER,
2020-03,SAAB,
2020-03,SEAT,3
2020-03,SKODA,6
2020-03,SSANGYONG,1
2020-03,STANDARD,
2020-03,SUBARU,129
2020-03,SUZUKI,122
2020-03,TD CARS,2
2020-03,TOYOTA,1485
2020-03,TRIUMPH,
2020-03,VOLKSWAGEN,386
2020-03,VOLVO,109
2020-04,ALFA ROMEO,4
2020-04,ALPINA,
2020-04,ASTON MARTIN,2
2020-04,AUDI,102
2020-04,AUSTIN,
2020-04,B.M.W.,250
2020-04,BENTLEY,3
2020-04,BYD,
2020-04,CHERY,4
2020-04,CHEVROLET,20
2020-04,CHRYSLER,
2020-04,CITROEN,12
2020-04,DAIHATSU,5
2020-04,DATSUN,
2020-04,FERRARI,3
2020-04,FIAT,1
2020-04,FORD,10
2020-04,GEELY,2
2020-04,HONDA,475
2020-04,HUMMER,3
2020-04,HYUNDAI,148
2020-04,INFINITI,2
2020-04,JAGUAR,15
2020-04,JEEP,2
2020-04,KIA,155
2020-04,LAMBORGHINI,6
2020-04,LAND ROVER,8
2020-04,LOTUS,
2020-04,M.G.,2
2020-04,MASERATI,10
2020-04,MAXUS,
2020-04,MAZDA,97
2020-04,MCLAREN,
2020-04,MERCEDES BENZ,319
2020-04,MG-F,
2020-04,MINI,22
2020-04,MITSUBISHI,81
2020-04,MITSUOKA,
2020-04,MORRIS,2
2020-04,NISSAN,108
2020-04,OPEL,2
2020-04,PAGANI,
2020-04,PERODUA,5
2020-04,PEUGEOT,8
2020-04,PORSCHE,38
2020-04,PROTON,5
2020-04,RENAULT,10
2020-04,ROLLS ROYCE,7
2020-04,ROVER,
2020-04,SAAB,1
2020-04,SEAT,1
2020-04,SKODA,5
2020-04,SMART,1
2020-04,SSANGYONG,2
2020-04,STANDARD,
2020-04,SUBARU,38
2020-04,SUZUKI,48
2020-04,TD CARS,1
2020-04,TOYOTA,758
2020-04,TRIUMPH,
2020-04,VOLKSWAGEN,227
2020-04,VOLVO,45
2020-05,ALFA ROMEO,4
2020-05,ALPINA,
2020-05,ASTON MARTIN,
2020-05,AUDI,72
2020-05,AUSTIN,1
2020-05,B.M.W.,194
2020-05,BENTLEY,7
2020-05,BYD,
2020-05,CHERY,3
2020-05,CHEVROLET,18
2020-05,CHRYSLER,
2020-05,CITROEN,7
2020-05,DAIHATSU,4
2020-05,DATSUN,
2020-05,FERRARI,4
2020-05,FIAT,4
2020-05,FORD,8
2020-05,GEELY,13
2020-05,HONDA,298
2020-05,HUMMER,1
2020-05,HYUNDAI,126
2020-05,INFINITI,2
2020-05,JAGUAR,5
2020-05,JEEP,
2020-05,KIA,110
2020-05,LAMBORGHINI,5
2020-05,LAND ROVER,7
2020-05,LOTUS,1
2020-05,M.G.,
2020-05,MASERATI,13
2020-05,MAXUS,
2020-05,MAZDA,100
2020-05,MCLAREN,1
2020-05,MERCEDES BENZ,182
2020-05,MG-F,
2020-05,MINI,17
2020-05,MITSUBISHI,82
2020-05,MITSUOKA,1
2020-05,MORRIS,
2020-05,NISSAN,75
2020-05,OPEL,1
2020-05,PAGANI,
2020-05,PERODUA,17
2020-05,PEUGEOT,14
2020-05,PORSCHE,27
2020-05,PROTON,7
2020-05,RENAULT,9
2020-05,ROLLS ROYCE,2
2020-05,ROVER,
2020-05,SAAB,1
2020-05,SEAT,
2020-05,SKODA,4
2020-05,SMART,
2020-05,SSANGYONG,1
2020-05,STANDARD,
2020-05,SUBARU,21
2020-05,SUZUKI,31
2020-05,TD CARS,
2020-05,TOYOTA,521
2020-05,TRIUMPH,
2020-05,VOLKSWAGEN,145
2020-05,VOLVO,21
2020-06,ALFA ROMEO,2
2020-06,ALPINA,
2020-06,ALPINE,1
2020-06,ASTON MARTIN,4
2020-06,AUDI,258
2020-06,AUSTIN,2
2020-06,B.M.W.,555
2020-06,BENTLEY,12
2020-06,BYD,
2020-06,CHERY,21
2020-06,CHEVROLET,44
2020-06,CHRYSLER,2
2020-06,CITROEN,26
2020-06,DAIHATSU,15
2020-06,DAIMLER,1
2020-06,DATSUN,
2020-06,FERRARI,18
2020-06,FIAT,6
2020-06,FORD,21
2020-06,GEELY,29
2020-06,HONDA,882
2020-06,HUMMER,
2020-06,HYUNDAI,265
2020-06,INFINITI,10
2020-06,JAGUAR,24
2020-06,JEEP,2
2020-06,KIA,215
2020-06,LAMBORGHINI,15
2020-06,LAND ROVER,24
2020-06,LOTUS,
2020-06,M.G.,1
2020-06,MASERATI,14
2020-06,MAXUS,
2020-06,MAZDA,186
2020-06,MCLAREN,2
2020-06,MERCEDES BENZ,633
2020-06,MG-F,
2020-06,MINI,63
2020-06,MITSUBISHI,213
2020-06,MITSUOKA,
2020-06,MORRIS,
2020-06,NISSAN,217
2020-06,OPEL,9
2020-06,PAGANI,
2020-06,PERODUA,34
2020-06,PEUGEOT,17
2020-06,PORSCHE,86
2020-06,PROTON,13
2020-06,RENAULT,30
2020-06,ROLLS ROYCE,4
2020-06,ROVER,
2020-06,SAAB,1
2020-06,SEAT,7
2020-06,SKODA,6
2020-06,SMART,2
2020-06,SSANGYONG,2
2020-06,STANDARD,
2020-06,SUBARU,99
2020-06,SUZUKI,85
2020-06,TD CARS,
2020-06,TOYOTA,1383
2020-06,TRIUMPH,1
2020-06,VOLKSWAGEN,310
2020-06,VOLVO,68
2020-07,ALFA ROMEO,11
2020-07,ALPINA,1
2020-07,ALPINE,1
2020-07,ASTON MARTIN,11
2020-07,AUDI,330
2020-07,AUSTIN,2
2020-07,B.M.W.,802
2020-07,BENTLEY,13
2020-07,BYD,
2020-07,CHERY,5
2020-07,CHEVROLET,46
2020-07,CHRYSLER,
2020-07,CITROEN,56
2020-07,DAIHATSU,12
2020-07,DAIMLER,
2020-07,DATSUN,
2020-07,FERRARI,15
2020-07,FIAT,9
2020-07,FORD,21
2020-07,GEELY,51
2020-07,HONDA,1180
2020-07,HUMMER,2
2020-07,HYUNDAI,296
2020-07,INFINITI,13
2020-07,JAGUAR,52
2020-07,JEEP,7
2020-07,KIA,237
2020-07,LAMBORGHINI,20
2020-07,LAND ROVER,36
2020-07,LOTUS,6
2020-07,M.G.,1
2020-07,MASERATI,34
2020-07,MAXUS,
2020-07,MAZDA,336
2020-07,MCLAREN,6
2020-07,MERCEDES BENZ,958
2020-07,MG-F,
2020-07,MINI,76
2020-07,MITSUBISHI,236
2020-07,MITSUOKA,
2020-07,MORRIS,2
2020-07,NISSAN,271
2020-07,OPEL,17
2020-07,PAGANI,
2020-07,PERODUA,44
2020-07,PEUGEOT,38
2020-07,PORSCHE,159
2020-07,PROTON,27
2020-07,RENAULT,40
2020-07,ROLLS ROYCE,4
2020-07,ROVER,
2020-07,SAAB,1
2020-07,SEAT,15
2020-07,SKODA,6
2020-07,SMART,
2020-07,SSANGYONG,3
2020-07,STANDARD,
2020-07,SUBARU,134
2020-07,SUZUKI,124
2020-07,TD CARS,
2020-07,TOYOTA,1710
2020-07,TRIUMPH,
2020-07,VOLKSWAGEN,461
2020-07,VOLVO,123
2020-08,ALFA ROMEO,5
2020-08,ALPINA,
2020-08,ALPINE,1
2020-08,ASTON MARTIN,7
2020-08,AUDI,317
2020-08,AUSTIN,
2020-08,B.M.W.,833
2020-08,BENTLEY,15
2020-08,BYD,
2020-08,CHERY,6
2020-08,CHEVROLET,61
2020-08,CHRYSLER,1
2020-08,CITROEN,57
2020-08,DAIHATSU,13
2020-08,DAIMLER,
2020-08,DATSUN,
2020-08,FERRARI,22
2020-08,FIAT,1
2020-08,FORD,27
2020-08,GEELY,51
2020-08,HONDA,1109
2020-08,HUMMER,
2020-08,HYUNDAI,332
2020-08,INFINITI,11
2020-08,JAGUAR,33
2020-08,JEEP,7
2020-08,KIA,236
2020-08,LAMBORGHINI,16
2020-08,LAND ROVER,38
2020-08,LOTUS,4
2020-08,M.G.,1
2020-08,MASERATI,25
2020-08,MAXUS,
2020-08,MAZDA,289
2020-08,MCLAREN,6
2020-08,MERCEDES BENZ,944
2020-08,MG-F,1
2020-08,MINI,109
2020-08,MITSUBISHI,241
2020-08,MITSUOKA,
2020-08,MORRIS,
2020-08,NISSAN,284
2020-08,OPEL,22
2020-08,PAGANI,1
2020-08,PERODUA,30
2020-08,PEUGEOT,28
2020-08,PORSCHE,160
2020-08,PROTON,23
2020-08,RENAULT,29
2020-08,ROLLS ROYCE,6
2020-08,ROVER,
2020-08,RUF,1
2020-08,SAAB,3
2020-08,SEAT,9
2020-08,SKODA,13
2020-08,SMART,
2020-08,SSANGYONG,4
2020-08,STANDARD,
2020-08,SUBARU,113
2020-08,SUZUKI,122
2020-08,TD CARS,
2020-08,TOYOTA,1990
2020-08,TRIUMPH,
2020-08,VOLKSWAGEN,469
2020-08,VOLVO,105
