year,make,fuel,type,number
2018,TLD,Diesel,Buses,
2018,TOYOTA,Petrol,Buses,
2018,TOYOTA,Diesel,Buses,459
2018,TOYOTA,Others,Buses,
2018,TREPEL,Diesel,Buses,
2018,TUG,Diesel,Buses,
2018,TUG MANUFACTURING,Petrol,Buses,
2018,UD TRUCKS,Diesel,Buses,
2018,UNICARRIERS,Diesel,Buses,
2018,UNICARRIERS,Others,Buses,
2018,VOGELE,Diesel,Buses,
2018,VOLKSWAGEN,Diesel,Buses,1
2018,VOLVO,Diesel,Buses,22
2018,VOLVO,Others,Buses,20
2018,WIRTGEN,Diesel,Buses,
2018,XCMG,Diesel,Buses,
2018,XUGONG,Diesel,Buses,
2018,YALE,Diesel,Buses,
2018,YALE,Others,Buses,
2018,YUTONG,Diesel,Buses,16
2018,ZHONG TONG,Diesel,Buses,
2018,ZOOMLION,Diesel,Buses,
2019,ACHLEITNER,Diesel,Goods cum Passenger Vehicles,
2019,ALEXANDER DENNIS,Diesel,Goods cum Passenger Vehicles,
2019,AMMANN,Diesel,Goods cum Passenger Vehicles,
2019,ANKAI,Diesel,Goods cum Passenger Vehicles,
2019,BAOLI,Diesel,Goods cum Passenger Vehicles,
2019,BEIBEN,Diesel,Goods cum Passenger Vehicles,
2019,BLISS FOX,Diesel,Goods cum Passenger Vehicles,
2019,BOBCAT,Diesel,Goods cum Passenger Vehicles,
2019,BOMAG,Diesel,Goods cum Passenger Vehicles,
2019,BYD,Others,Goods cum Passenger Vehicles,
2019,CAMC,Diesel,Goods cum Passenger Vehicles,
2019,CATERPILLAR,Diesel,Goods cum Passenger Vehicles,
2019,CATERPILLAR,Others,Goods cum Passenger Vehicles,
2019,CHERY,Petrol,Goods cum Passenger Vehicles,
2019,CHERY,Diesel,Goods cum Passenger Vehicles,
2019,CIMC AIR MARREL SAS,Diesel,Goods cum Passenger Vehicles,
2019,CITROEN,Diesel,Goods cum Passenger Vehicles,
2019,COMAC,Diesel,Goods cum Passenger Vehicles,
2019,COMBILIFT,Diesel,Goods cum Passenger Vehicles,
2019,CROWN,Others,Goods cum Passenger Vehicles,
2019,CVS FERRARI,Diesel,Goods cum Passenger Vehicles,
2019,D.A.F.,Diesel,Goods cum Passenger Vehicles,
2019,DAEWOO,Diesel,Goods cum Passenger Vehicles,
2019,DEMAG,Diesel,Goods cum Passenger Vehicles,
2019,DOOSAN,Diesel,Goods cum Passenger Vehicles,
2019,DULEVO,Diesel,Goods cum Passenger Vehicles,
2019,EVERLIFT,Diesel,Goods cum Passenger Vehicles,
2019,FIAT,Diesel,Goods cum Passenger Vehicles,
2019,FIMAP,Diesel,Goods cum Passenger Vehicles,
2019,FIMAP,Others,Goods cum Passenger Vehicles,
2019,FORD,Diesel,Goods cum Passenger Vehicles,29
2019,FOTON,Diesel,Goods cum Passenger Vehicles,
2019,FRAMO,Others,Goods cum Passenger Vehicles,
2019,FTBCI,Diesel,Goods cum Passenger Vehicles,
2019,G.CPOWER,Diesel,Goods cum Passenger Vehicles,
2019,GIANNI FERRARI,Diesel,Goods cum Passenger Vehicles,
2019,GOLDEN DRAGON,Diesel,Goods cum Passenger Vehicles,
2019,GREEN MACHINE,Diesel,Goods cum Passenger Vehicles,
2019,GROVE,Diesel,Goods cum Passenger Vehicles,
2019,GUANGTAI,Diesel,Goods cum Passenger Vehicles,
2019,HAMM,Diesel,Goods cum Passenger Vehicles,
2019,HANGFU,Others,Goods cum Passenger Vehicles,
2019,HC,Diesel,Goods cum Passenger Vehicles,
2019,HC,Others,Goods cum Passenger Vehicles,
2019,HCF,Diesel,Goods cum Passenger Vehicles,
2019,HELI,Diesel,Goods cum Passenger Vehicles,
2019,HIGER,Diesel,Goods cum Passenger Vehicles,
2019,HINO,Diesel,Goods cum Passenger Vehicles,
2019,HOLDING,Diesel,Goods cum Passenger Vehicles,
2019,HUMDINGA,Diesel,Goods cum Passenger Vehicles,
2019,HYSTER,Diesel,Goods cum Passenger Vehicles,
2019,HYUNDAI,Diesel,Goods cum Passenger Vehicles,2
2019,ISAL,Diesel,Goods cum Passenger Vehicles,
2019,ISUZU,Diesel,Goods cum Passenger Vehicles,8
2019,IVECO,Diesel,Goods cum Passenger Vehicles,
2019,J.C.B.,Diesel,Goods cum Passenger Vehicles,
2019,JAC,Diesel,Goods cum Passenger Vehicles,
2019,JEEP,Diesel,Goods cum Passenger Vehicles,
2019,JJCC,Diesel,Goods cum Passenger Vehicles,
2019,JOHN DEERE,Diesel,Goods cum Passenger Vehicles,
2019,JOYLONG,Diesel,Goods cum Passenger Vehicles,
2019,JUNGHEINRICH,Diesel,Goods cum Passenger Vehicles,
2019,KALMAR,Diesel,Goods cum Passenger Vehicles,
2019,KARCHER,Diesel,Goods cum Passenger Vehicles,
2019,KIA,Diesel,Goods cum Passenger Vehicles,
2019,KING LONG,Diesel,Goods cum Passenger Vehicles,
2019,KOMATSU,Diesel,Goods cum Passenger Vehicles,
2019,KUBOTA,Diesel,Goods cum Passenger Vehicles,
2019,LAND ROVER,Diesel,Goods cum Passenger Vehicles,
2019,LEKTRO,Others,Goods cum Passenger Vehicles,
2019,LIEBHERR,Diesel,Goods cum Passenger Vehicles,
2019,LINDE,Diesel,Goods cum Passenger Vehicles,
2019,LINDE,Others,Goods cum Passenger Vehicles,
2019,MAN,Diesel,Goods cum Passenger Vehicles,
2019,MANITOU,Diesel,Goods cum Passenger Vehicles,
2019,MAXIMAL,Diesel,Goods cum Passenger Vehicles,
2019,MAXUS,Diesel,Goods cum Passenger Vehicles,
2019,MERCEDES BENZ,Petrol,Goods cum Passenger Vehicles,
2019,MERCEDES BENZ,Diesel,Goods cum Passenger Vehicles,4
2019,MITSUBISHI,Diesel,Goods cum Passenger Vehicles,80
2019,MITSUBISHI,Others,Goods cum Passenger Vehicles,
2019,MITSUOKA,Petrol,Goods cum Passenger Vehicles,
2019,NEW HOLLAND,Diesel,Goods cum Passenger Vehicles,
2019,NICHIYU,Others,Goods cum Passenger Vehicles,
2019,NILFISK,Diesel,Goods cum Passenger Vehicles,
2019,NISSAN,Petrol,Goods cum Passenger Vehicles,
2019,NISSAN,Diesel,Goods cum Passenger Vehicles,
2019,NISSAN,Others,Goods cum Passenger Vehicles,
2019,OPEL,Diesel,Goods cum Passenger Vehicles,
2019,PEUGEOT,Diesel,Goods cum Passenger Vehicles,
2019,RENAULT,Petrol,Goods cum Passenger Vehicles,
2019,RENAULT,Diesel,Goods cum Passenger Vehicles,
2019,RENAULT,Others,Goods cum Passenger Vehicles,
2019,ROSENBAUER,Diesel,Goods cum Passenger Vehicles,
2019,ROYAL,Diesel,Goods cum Passenger Vehicles,
2019,SAKAI,Diesel,Goods cum Passenger Vehicles,
2019,SANY,Diesel,Goods cum Passenger Vehicles,
2019,SC NEUSTAR,Diesel,Goods cum Passenger Vehicles,
2019,SCANIA,Diesel,Goods cum Passenger Vehicles,
2019,SCHEUERLE,Diesel,Goods cum Passenger Vehicles,
2019,SCHOPF,Diesel,Goods cum Passenger Vehicles,
2019,SHACMAN,Diesel,Goods cum Passenger Vehicles,
2019,SOCMA,Diesel,Goods cum Passenger Vehicles,
2019,SSANGYONG,Diesel,Goods cum Passenger Vehicles,55
2019,STILL,Others,Goods cum Passenger Vehicles,
2019,SUZUKI,Petrol,Goods cum Passenger Vehicles,
2019,T.C.M.,Diesel,Goods cum Passenger Vehicles,
2019,T.C.M.,Others,Goods cum Passenger Vehicles,
2019,TADANO FAUN,Diesel,Goods cum Passenger Vehicles,
2019,TAILIFT,Diesel,Goods cum Passenger Vehicles,
2019,TENNANT,Diesel,Goods cum Passenger Vehicles,
2019,TERBERG,Diesel,Goods cum Passenger Vehicles,
2019,TEREX,Diesel,Goods cum Passenger Vehicles,
2019,TLD,Diesel,Goods cum Passenger Vehicles,
2019,TOYOTA,Petrol,Goods cum Passenger Vehicles,
2019,TOYOTA,Diesel,Goods cum Passenger Vehicles,17
2019,TOYOTA,Others,Goods cum Passenger Vehicles,
2019,TREPEL,Diesel,Goods cum Passenger Vehicles,
2019,TUG,Diesel,Goods cum Passenger Vehicles,
2019,TUG MANUFACTURING,Petrol,Goods cum Passenger Vehicles,
2019,UD TRUCKS,Diesel,Goods cum Passenger Vehicles,
2019,UNICARRIERS,Diesel,Goods cum Passenger Vehicles,
2019,UNICARRIERS,Others,Goods cum Passenger Vehicles,
2019,VOGELE,Diesel,Goods cum Passenger Vehicles,
2019,VOLKSWAGEN,Diesel,Goods cum Passenger Vehicles,1
2019,VOLVO,Diesel,Goods cum Passenger Vehicles,
2019,VOLVO,Others,Goods cum Passenger Vehicles,
2019,WIRTGEN,Diesel,Goods cum Passenger Vehicles,
2019,XCMG,Diesel,Goods cum Passenger Vehicles,
2019,XUGONG,Diesel,Goods cum Passenger Vehicles,
2019,YALE,Diesel,Goods cum Passenger Vehicles,
2019,YALE,Others,Goods cum Passenger Vehicles,
2019,YUTONG,Diesel,Goods cum Passenger Vehicles,
2019,ZHONG TONG,Diesel,Goods cum Passenger Vehicles,
2019,ZOOMLION,Diesel,Goods cum Passenger Vehicles,
2019,ACHLEITNER,Diesel,Light Goods Vehicles,
2019,ALEXANDER DENNIS,Diesel,Light Goods Vehicles,
2019,AMMANN,Diesel,Light Goods Vehicles,
2019,ANKAI,Diesel,Light Goods Vehicles,
2019,BAOLI,Diesel,Light Goods Vehicles,
2019,BEIBEN,Diesel,Light Goods Vehicles,
2019,BLISS FOX,Diesel,Light Goods Vehicles,
2019,BOBCAT,Diesel,Light Goods Vehicles,2
2019,BOMAG,Diesel,Light Goods Vehicles,
2019,BYD,Others,Light Goods Vehicles,4
2019,CAMC,Diesel,Light Goods Vehicles,
2019,CATERPILLAR,Diesel,Light Goods Vehicles,
2019,CATERPILLAR,Others,Light Goods Vehicles,
2019,CHERY,Petrol,Light Goods Vehicles,
2019,CHERY,Diesel,Light Goods Vehicles,
2019,CIMC AIR MARREL SAS,Diesel,Light Goods Vehicles,
2019,CITROEN,Diesel,Light Goods Vehicles,112
2019,COMAC,Diesel,Light Goods Vehicles,
2019,COMBILIFT,Diesel,Light Goods Vehicles,
2019,CROWN,Others,Light Goods Vehicles,
2019,CVS FERRARI,Diesel,Light Goods Vehicles,
2019,D.A.F.,Diesel,Light Goods Vehicles,
2019,DAEWOO,Diesel,Light Goods Vehicles,
2019,DEMAG,Diesel,Light Goods Vehicles,
2019,DOOSAN,Diesel,Light Goods Vehicles,
2019,DULEVO,Diesel,Light Goods Vehicles,1
2019,EVERLIFT,Diesel,Light Goods Vehicles,
2019,FIAT,Diesel,Light Goods Vehicles,221
2019,FIMAP,Diesel,Light Goods Vehicles,
2019,FIMAP,Others,Light Goods Vehicles,1
2019,FORD,Diesel,Light Goods Vehicles,1
2019,FOTON,Diesel,Light Goods Vehicles,
2019,FRAMO,Others,Light Goods Vehicles,
2019,FTBCI,Diesel,Light Goods Vehicles,
2019,G.CPOWER,Diesel,Light Goods Vehicles,
2019,GIANNI FERRARI,Diesel,Light Goods Vehicles,
2019,GOLDEN DRAGON,Diesel,Light Goods Vehicles,
2019,GREEN MACHINE,Diesel,Light Goods Vehicles,
2019,GROVE,Diesel,Light Goods Vehicles,
2019,GUANGTAI,Diesel,Light Goods Vehicles,
2019,HAMM,Diesel,Light Goods Vehicles,7
2019,HANGFU,Others,Light Goods Vehicles,
2019,HC,Diesel,Light Goods Vehicles,
2019,HC,Others,Light Goods Vehicles,
2019,HCF,Diesel,Light Goods Vehicles,
2019,HELI,Diesel,Light Goods Vehicles,
2019,HIGER,Diesel,Light Goods Vehicles,
2019,HINO,Diesel,Light Goods Vehicles,
2019,HOLDING,Diesel,Light Goods Vehicles,
2019,HUMDINGA,Diesel,Light Goods Vehicles,
2019,HYSTER,Diesel,Light Goods Vehicles,
2019,HYUNDAI,Diesel,Light Goods Vehicles,27
2019,ISAL,Diesel,Light Goods Vehicles,
2019,ISUZU,Diesel,Light Goods Vehicles,229
2019,IVECO,Diesel,Light Goods Vehicles,
2019,J.C.B.,Diesel,Light Goods Vehicles,
2019,JAC,Diesel,Light Goods Vehicles,
2019,JEEP,Diesel,Light Goods Vehicles,
2019,JJCC,Diesel,Light Goods Vehicles,
2019,JOHN DEERE,Diesel,Light Goods Vehicles,
2019,JOYLONG,Diesel,Light Goods Vehicles,
2019,JUNGHEINRICH,Diesel,Light Goods Vehicles,
2019,KALMAR,Diesel,Light Goods Vehicles,
2019,KARCHER,Diesel,Light Goods Vehicles,
2019,KIA,Diesel,Light Goods Vehicles,238
2019,KING LONG,Diesel,Light Goods Vehicles,
2019,KOMATSU,Diesel,Light Goods Vehicles,
2019,KUBOTA,Diesel,Light Goods Vehicles,
2019,LAND ROVER,Diesel,Light Goods Vehicles,
2019,LEKTRO,Others,Light Goods Vehicles,
2019,LIEBHERR,Diesel,Light Goods Vehicles,
2019,LINDE,Diesel,Light Goods Vehicles,
2019,LINDE,Others,Light Goods Vehicles,
2019,MAN,Diesel,Light Goods Vehicles,
2019,MANITOU,Diesel,Light Goods Vehicles,
2019,MAXIMAL,Diesel,Light Goods Vehicles,
2019,MAXUS,Diesel,Light Goods Vehicles,3
2019,MERCEDES BENZ,Petrol,Light Goods Vehicles,30
2019,MERCEDES BENZ,Diesel,Light Goods Vehicles,180
2019,MITSUBISHI,Diesel,Light Goods Vehicles,372
2019,MITSUBISHI,Others,Light Goods Vehicles,
2019,MITSUOKA,Petrol,Light Goods Vehicles,1
2019,NEW HOLLAND,Diesel,Light Goods Vehicles,
2019,NICHIYU,Others,Light Goods Vehicles,
2019,NILFISK,Diesel,Light Goods Vehicles,
2019,NISSAN,Petrol,Light Goods Vehicles,982
2019,NISSAN,Diesel,Light Goods Vehicles,1522
2019,NISSAN,Others,Light Goods Vehicles,
2019,OPEL,Diesel,Light Goods Vehicles,52
2019,PEUGEOT,Diesel,Light Goods Vehicles,122
2019,RENAULT,Petrol,Light Goods Vehicles,
2019,RENAULT,Diesel,Light Goods Vehicles,71
2019,RENAULT,Others,Light Goods Vehicles,25
2019,ROSENBAUER,Diesel,Light Goods Vehicles,
2019,ROYAL,Diesel,Light Goods Vehicles,
2019,SAKAI,Diesel,Light Goods Vehicles,
2019,SANY,Diesel,Light Goods Vehicles,
2019,SC NEUSTAR,Diesel,Light Goods Vehicles,
2019,SCANIA,Diesel,Light Goods Vehicles,
2019,SCHEUERLE,Diesel,Light Goods Vehicles,
2019,SCHOPF,Diesel,Light Goods Vehicles,
2019,SHACMAN,Diesel,Light Goods Vehicles,
2019,SOCMA,Diesel,Light Goods Vehicles,
2019,SSANGYONG,Diesel,Light Goods Vehicles,
2019,STILL,Others,Light Goods Vehicles,
2019,SUZUKI,Petrol,Light Goods Vehicles,111
2019,T.C.M.,Diesel,Light Goods Vehicles,
2019,T.C.M.,Others,Light Goods Vehicles,
2019,TADANO FAUN,Diesel,Light Goods Vehicles,
2019,TAILIFT,Diesel,Light Goods Vehicles,
2019,TENNANT,Diesel,Light Goods Vehicles,7
2019,TERBERG,Diesel,Light Goods Vehicles,
2019,TEREX,Diesel,Light Goods Vehicles,
2019,TLD,Diesel,Light Goods Vehicles,
2019,TOYOTA,Petrol,Light Goods Vehicles,21
2019,TOYOTA,Diesel,Light Goods Vehicles,5423
2019,TOYOTA,Others,Light Goods Vehicles,1
2019,TREPEL,Diesel,Light Goods Vehicles,
2019,TUG,Diesel,Light Goods Vehicles,
2019,TUG MANUFACTURING,Petrol,Light Goods Vehicles,
2019,UD TRUCKS,Diesel,Light Goods Vehicles,
2019,UNICARRIERS,Diesel,Light Goods Vehicles,
2019,UNICARRIERS,Others,Light Goods Vehicles,
2019,VOGELE,Diesel,Light Goods Vehicles,
2019,VOLKSWAGEN,Diesel,Light Goods Vehicles,45
2019,VOLVO,Diesel,Light Goods Vehicles,
2019,VOLVO,Others,Light Goods Vehicles,
2019,WIRTGEN,Diesel,Light Goods Vehicles,
2019,XCMG,Diesel,Light Goods Vehicles,
2019,XUGONG,Diesel,Light Goods Vehicles,
2019,YALE,Diesel,Light Goods Vehicles,
2019,YALE,Others,Light Goods Vehicles,
2019,YUTONG,Diesel,Light Goods Vehicles,
2019,ZHONG TONG,Diesel,Light Goods Vehicles,
2019,ZOOMLION,Diesel,Light Goods Vehicles,
2019,ACHLEITNER,Diesel,Heavy Goods Vehicles,
2019,ALEXANDER DENNIS,Diesel,Heavy Goods Vehicles,
2019,AMMANN,Diesel,Heavy Goods Vehicles,
2019,ANKAI,Diesel,Heavy Goods Vehicles,
2019,BAOLI,Diesel,Heavy Goods Vehicles,
2019,BEIBEN,Diesel,Heavy Goods Vehicles,
2019,BLISS FOX,Diesel,Heavy Goods Vehicles,
2019,BOBCAT,Diesel,Heavy Goods Vehicles,1
2019,BOMAG,Diesel,Heavy Goods Vehicles,1
2019,BYD,Others,Heavy Goods Vehicles,1
2019,CAMC,Diesel,Heavy Goods Vehicles,
2019,CATERPILLAR,Diesel,Heavy Goods Vehicles,5
2019,CATERPILLAR,Others,Heavy Goods Vehicles,1
2019,CHERY,Petrol,Heavy Goods Vehicles,
2019,CHERY,Diesel,Heavy Goods Vehicles,
2019,CIMC AIR MARREL SAS,Diesel,Heavy Goods Vehicles,
2019,CITROEN,Diesel,Heavy Goods Vehicles,
2019,COMAC,Diesel,Heavy Goods Vehicles,
2019,COMBILIFT,Diesel,Heavy Goods Vehicles,
2019,CROWN,Others,Heavy Goods Vehicles,
2019,CVS FERRARI,Diesel,Heavy Goods Vehicles,
2019,D.A.F.,Diesel,Heavy Goods Vehicles,
2019,DAEWOO,Diesel,Heavy Goods Vehicles,
2019,DEMAG,Diesel,Heavy Goods Vehicles,
2019,DOOSAN,Diesel,Heavy Goods Vehicles,
2019,DULEVO,Diesel,Heavy Goods Vehicles,
2019,EVERLIFT,Diesel,Heavy Goods Vehicles,
2019,FIAT,Diesel,Heavy Goods Vehicles,
2019,FIMAP,Diesel,Heavy Goods Vehicles,
2019,FIMAP,Others,Heavy Goods Vehicles,
2019,FORD,Diesel,Heavy Goods Vehicles,
2019,FOTON,Diesel,Heavy Goods Vehicles,3
2019,FRAMO,Others,Heavy Goods Vehicles,
2019,FTBCI,Diesel,Heavy Goods Vehicles,1
2019,G.CPOWER,Diesel,Heavy Goods Vehicles,
2019,GIANNI FERRARI,Diesel,Heavy Goods Vehicles,
2019,GOLDEN DRAGON,Diesel,Heavy Goods Vehicles,
2019,GREEN MACHINE,Diesel,Heavy Goods Vehicles,
2019,GROVE,Diesel,Heavy Goods Vehicles,
2019,GUANGTAI,Diesel,Heavy Goods Vehicles,8
2019,HAMM,Diesel,Heavy Goods Vehicles,4
2019,HANGFU,Others,Heavy Goods Vehicles,
2019,HC,Diesel,Heavy Goods Vehicles,
2019,HC,Others,Heavy Goods Vehicles,1
2019,HCF,Diesel,Heavy Goods Vehicles,
2019,HELI,Diesel,Heavy Goods Vehicles,
2019,HIGER,Diesel,Heavy Goods Vehicles,
2019,HINO,Diesel,Heavy Goods Vehicles,545
2019,HOLDING,Diesel,Heavy Goods Vehicles,
2019,HUMDINGA,Diesel,Heavy Goods Vehicles,1
2019,HYSTER,Diesel,Heavy Goods Vehicles,
2019,HYUNDAI,Diesel,Heavy Goods Vehicles,1
2019,ISAL,Diesel,Heavy Goods Vehicles,1
2019,ISUZU,Diesel,Heavy Goods Vehicles,555
2019,IVECO,Diesel,Heavy Goods Vehicles,1
2019,J.C.B.,Diesel,Heavy Goods Vehicles,
2019,JAC,Diesel,Heavy Goods Vehicles,
2019,JEEP,Diesel,Heavy Goods Vehicles,
2019,JJCC,Diesel,Heavy Goods Vehicles,
2019,JOHN DEERE,Diesel,Heavy Goods Vehicles,
2019,JOYLONG,Diesel,Heavy Goods Vehicles,
2019,JUNGHEINRICH,Diesel,Heavy Goods Vehicles,
2019,KALMAR,Diesel,Heavy Goods Vehicles,
2019,KARCHER,Diesel,Heavy Goods Vehicles,
2019,KIA,Diesel,Heavy Goods Vehicles,
2019,KING LONG,Diesel,Heavy Goods Vehicles,
2019,KOMATSU,Diesel,Heavy Goods Vehicles,2
2019,KUBOTA,Diesel,Heavy Goods Vehicles,
2019,LAND ROVER,Diesel,Heavy Goods Vehicles,
2019,LEKTRO,Others,Heavy Goods Vehicles,2
2019,LIEBHERR,Diesel,Heavy Goods Vehicles,
2019,LINDE,Diesel,Heavy Goods Vehicles,
2019,LINDE,Others,Heavy Goods Vehicles,
2019,MAN,Diesel,Heavy Goods Vehicles,10
2019,MANITOU,Diesel,Heavy Goods Vehicles,
2019,MAXIMAL,Diesel,Heavy Goods Vehicles,
2019,MAXUS,Diesel,Heavy Goods Vehicles,
2019,MERCEDES BENZ,Petrol,Heavy Goods Vehicles,
2019,MERCEDES BENZ,Diesel,Heavy Goods Vehicles,49
2019,MITSUBISHI,Diesel,Heavy Goods Vehicles,814
2019,MITSUBISHI,Others,Heavy Goods Vehicles,
2019,MITSUOKA,Petrol,Heavy Goods Vehicles,
2019,NEW HOLLAND,Diesel,Heavy Goods Vehicles,
2019,NICHIYU,Others,Heavy Goods Vehicles,3
2019,NILFISK,Diesel,Heavy Goods Vehicles,
2019,NISSAN,Petrol,Heavy Goods Vehicles,
2019,NISSAN,Diesel,Heavy Goods Vehicles,
2019,NISSAN,Others,Heavy Goods Vehicles,
2019,OPEL,Diesel,Heavy Goods Vehicles,
2019,PEUGEOT,Diesel,Heavy Goods Vehicles,
2019,RENAULT,Petrol,Heavy Goods Vehicles,
2019,RENAULT,Diesel,Heavy Goods Vehicles,
2019,RENAULT,Others,Heavy Goods Vehicles,
2019,ROSENBAUER,Diesel,Heavy Goods Vehicles,
2019,ROYAL,Diesel,Heavy Goods Vehicles,
2019,SAKAI,Diesel,Heavy Goods Vehicles,4
2019,SANY,Diesel,Heavy Goods Vehicles,
2019,SC NEUSTAR,Diesel,Heavy Goods Vehicles,
2019,SCANIA,Diesel,Heavy Goods Vehicles,
2019,SCHEUERLE,Diesel,Heavy Goods Vehicles,
2019,SCHOPF,Diesel,Heavy Goods Vehicles,
2019,SHACMAN,Diesel,Heavy Goods Vehicles,
2019,SOCMA,Diesel,Heavy Goods Vehicles,1
2019,SSANGYONG,Diesel,Heavy Goods Vehicles,
2019,STILL,Others,Heavy Goods Vehicles,
2019,SUZUKI,Petrol,Heavy Goods Vehicles,
2019,T.C.M.,Diesel,Heavy Goods Vehicles,10
2019,T.C.M.,Others,Heavy Goods Vehicles,
2019,TADANO FAUN,Diesel,Heavy Goods Vehicles,
2019,TAILIFT,Diesel,Heavy Goods Vehicles,
2019,TENNANT,Diesel,Heavy Goods Vehicles,
2019,TERBERG,Diesel,Heavy Goods Vehicles,
2019,TEREX,Diesel,Heavy Goods Vehicles,
2019,TLD,Diesel,Heavy Goods Vehicles,
2019,TOYOTA,Petrol,Heavy Goods Vehicles,
2019,TOYOTA,Diesel,Heavy Goods Vehicles,272
2019,TOYOTA,Others,Heavy Goods Vehicles,115
2019,TREPEL,Diesel,Heavy Goods Vehicles,
2019,TUG,Diesel,Heavy Goods Vehicles,
2019,TUG MANUFACTURING,Petrol,Heavy Goods Vehicles,
2019,UD TRUCKS,Diesel,Heavy Goods Vehicles,
2019,UNICARRIERS,Diesel,Heavy Goods Vehicles,16
2019,UNICARRIERS,Others,Heavy Goods Vehicles,
2019,VOGELE,Diesel,Heavy Goods Vehicles,2
2019,VOLKSWAGEN,Diesel,Heavy Goods Vehicles,
2019,VOLVO,Diesel,Heavy Goods Vehicles,
2019,VOLVO,Others,Heavy Goods Vehicles,
2019,WIRTGEN,Diesel,Heavy Goods Vehicles,3
2019,XCMG,Diesel,Heavy Goods Vehicles,
2019,XUGONG,Diesel,Heavy Goods Vehicles,
2019,YALE,Diesel,Heavy Goods Vehicles,
2019,YALE,Others,Heavy Goods Vehicles,
2019,YUTONG,Diesel,Heavy Goods Vehicles,
2019,ZHONG TONG,Diesel,Heavy Goods Vehicles,
2019,ZOOMLION,Diesel,Heavy Goods Vehicles,
2019,ACHLEITNER,Diesel,Very Heavy Goods Vehicles,
2019,ALEXANDER DENNIS,Diesel,Very Heavy Goods Vehicles,
2019,AMMANN,Diesel,Very Heavy Goods Vehicles,
2019,ANKAI,Diesel,Very Heavy Goods Vehicles,
2019,BAOLI,Diesel,Very Heavy Goods Vehicles,
2019,BEIBEN,Diesel,Very Heavy Goods Vehicles,3
2019,BLISS FOX,Diesel,Very Heavy Goods Vehicles,
2019,BOBCAT,Diesel,Very Heavy Goods Vehicles,
2019,BOMAG,Diesel,Very Heavy Goods Vehicles,
2019,BYD,Others,Very Heavy Goods Vehicles,2
2019,CAMC,Diesel,Very Heavy Goods Vehicles,6
2019,CATERPILLAR,Diesel,Very Heavy Goods Vehicles,1
2019,CATERPILLAR,Others,Very Heavy Goods Vehicles,
2019,CHERY,Petrol,Very Heavy Goods Vehicles,
2019,CHERY,Diesel,Very Heavy Goods Vehicles,
2019,CIMC AIR MARREL SAS,Diesel,Very Heavy Goods Vehicles,
2019,CITROEN,Diesel,Very Heavy Goods Vehicles,
2019,COMAC,Diesel,Very Heavy Goods Vehicles,
2019,COMBILIFT,Diesel,Very Heavy Goods Vehicles,
2019,CROWN,Others,Very Heavy Goods Vehicles,
2019,CVS FERRARI,Diesel,Very Heavy Goods Vehicles,
2019,D.A.F.,Diesel,Very Heavy Goods Vehicles,
2019,DAEWOO,Diesel,Very Heavy Goods Vehicles,
2019,DEMAG,Diesel,Very Heavy Goods Vehicles,
2019,DOOSAN,Diesel,Very Heavy Goods Vehicles,
2019,DULEVO,Diesel,Very Heavy Goods Vehicles,
2019,EVERLIFT,Diesel,Very Heavy Goods Vehicles,
2019,FIAT,Diesel,Very Heavy Goods Vehicles,
2019,FIMAP,Diesel,Very Heavy Goods Vehicles,
2019,FIMAP,Others,Very Heavy Goods Vehicles,
2019,FORD,Diesel,Very Heavy Goods Vehicles,
2019,FOTON,Diesel,Very Heavy Goods Vehicles,
2019,FRAMO,Others,Very Heavy Goods Vehicles,1
2019,FTBCI,Diesel,Very Heavy Goods Vehicles,
2019,G.CPOWER,Diesel,Very Heavy Goods Vehicles,
2019,GIANNI FERRARI,Diesel,Very Heavy Goods Vehicles,
2019,GOLDEN DRAGON,Diesel,Very Heavy Goods Vehicles,
2019,GREEN MACHINE,Diesel,Very Heavy Goods Vehicles,
2019,GROVE,Diesel,Very Heavy Goods Vehicles,3
2019,GUANGTAI,Diesel,Very Heavy Goods Vehicles,6
2019,HAMM,Diesel,Very Heavy Goods Vehicles,2
2019,HANGFU,Others,Very Heavy Goods Vehicles,
2019,HC,Diesel,Very Heavy Goods Vehicles,
2019,HC,Others,Very Heavy Goods Vehicles,
2019,HCF,Diesel,Very Heavy Goods Vehicles,
2019,HELI,Diesel,Very Heavy Goods Vehicles,
2019,HIGER,Diesel,Very Heavy Goods Vehicles,
2019,HINO,Diesel,Very Heavy Goods Vehicles,139
2019,HOLDING,Diesel,Very Heavy Goods Vehicles,
2019,HUMDINGA,Diesel,Very Heavy Goods Vehicles,
2019,HYSTER,Diesel,Very Heavy Goods Vehicles,
2019,HYUNDAI,Diesel,Very Heavy Goods Vehicles,2
2019,ISAL,Diesel,Very Heavy Goods Vehicles,
2019,ISUZU,Diesel,Very Heavy Goods Vehicles,71
2019,IVECO,Diesel,Very Heavy Goods Vehicles,
2019,J.C.B.,Diesel,Very Heavy Goods Vehicles,
2019,JAC,Diesel,Very Heavy Goods Vehicles,
2019,JEEP,Diesel,Very Heavy Goods Vehicles,
2019,JJCC,Diesel,Very Heavy Goods Vehicles,
2019,JOHN DEERE,Diesel,Very Heavy Goods Vehicles,
2019,JOYLONG,Diesel,Very Heavy Goods Vehicles,
2019,JUNGHEINRICH,Diesel,Very Heavy Goods Vehicles,
2019,KALMAR,Diesel,Very Heavy Goods Vehicles,3
